title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Backend Developer,500000 - 700000 KZT,Алматы,NLS Kazakhstan,24-07-2023,"Уверенное владение языками программирования PHP. Опыт работы с фреймворками Laravel, Yii 2, Vue.js (React Native будет плюсом). Знание СУБД MySQL...",Разработка новых и доработка существующих приложений компании. Разработка API для мобильных приложений компании. Интеграция со внешними системами Битрикс24.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83921353
Java-разработчик,700000 KZT,Астана,IT Invest Group,19-07-2023,"Опыт работы разработчиком Java не менее 2-3 лет (JEE, JSE). Опыт работы с java фреймворком spring boot. ",Разработка и сопровождение исходных кодов высоконагруженных систем. Работа с чужим кодом. Сборка и обновление высоконагруженных систем. Оценка трудоемкости задач и...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83689052
Frontend-разработчик (react),,Алматы,InterPress - International House,21-07-2023,"Опыт коммерческой разработки от 3 лет. Отличное владение JavaScript (ES 5-7, Promises). Опыт использования React + MobX, Sass/Less...","Проектирование и разработка интерфейсов для различных сервисов: дашборды, сайты, базы знаний, интерфейсы для железных устройств. Модернизация существующих интерфейсов. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83786034
Frontend-разработчик,,Алматы,RAMS QAZAQSTAN,10-07-2023,"Уверенное владение Javascript. Опыт работы с Vue.js, Vuex, приветствуется опыт работы с Nuxt. Свободное владение HTML и CSS. ",Разработка нового функционала. Написание frontend части программного обеспечения. Сопровождение и доработка существующего функционала. Интеграция с различными сервисами посредством Rest API.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83218538
Business Development Manager,700000 KZT,Алматы,Levels,24-07-2023,"Опыт работы в области бизнес-развития или продаж, предпочтительно в IT-секторе, Банковском секторе. Глубокое понимание рынка и тенденций в...",Исследование рынка и анализ потенциальных клиентов для определения новых возможностей и рыночных тенденций. Разработка и реализация стратегии по привлечению новых...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83352067
Java-разработчик,,Алматы,Частная Компания S1LK PAY Ltd,17-07-2023,"Отличные знания Java Core. Отличные знания PostgreSQL (Indexes, High Load, Optimization). Отличные знания Spring Boot (Actuator, Cacheable, Transaction). ",Поддержка WEB сервисов на платформе SoftwareAG webMethods. Преобразование монолитной архитектуры WebMethods в Микросервисную архитектуру на основе Spring Boot. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83527074
Frontend-разработчик (react),,Астана,InterPress - International House,21-07-2023,"Опыт коммерческой разработки от 3 лет. Отличное владение JavaScript (ES 5-7, Promises). Опыт использования React + MobX, Sass/Less...","Проектирование и разработка интерфейсов для различных сервисов: дашборды, сайты, базы знаний, интерфейсы для железных устройств. Модернизация существующих интерфейсов. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83786035
Backend .NET разработчик,500000 KZT,Алматы,"Халык-Life, АО",30-06-2023,"Опыт разработки программного кода на C#,.NET Core/Java EE. Опыт разработки программного кода на SQL, PL/SQL. ",Разработка новых и доработка существующих web-проектов. Участие в разработке и сопровождении интеграционных сервисов. Участие в проектировании архитектуры информационных систем...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81361660
Frontend developer (React),,Алматы,Банк ЦентрКредит,21-07-2023,"Отличное знание JavaScript/TypeScript/HTML/CSS. Умение работать с СУБД ORACLE, PostgreSQL, языки СУБД SQL, PL/SQL. Опыт работы с...",Разработка нового функционала по кредитованию физических лиц.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83809009
Программист-разработчик,450000 - 450000 KZT,Астана,НЕКОММЕРЧЕСКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО TALAP,20-07-2023,,"Разработка программного обеспечения: Отвечает за создание нового программного кода, модулей, функций или компонентов на языке Java. Разработка приложений, веб-сайтов...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83750476
