title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
HR-менеджер,150000 - 500000 KZT,Астана,Мир Квартир,20-07-2023,"Приветствуется опыт работы в подборе персонала, но не обязательно ( всему обучим сами ). Навыки работы с большим объемом информации. ",Координация процесса найма: поиск и отбор кандидатов. Проведение собеседования. Адаптация и сопровождения новых сотрудников. Обработка поступающих откликов. Предоставление обратной связи...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83752788
HR менеджер,200000 - 500000 KZT,Астана,Мир Квартир,19-07-2023,Рекрутинг (опыт будет преимуществом ).,Составление и размещение вакансий. Отбор резюме по откликам и холодный поиск. Проведение телефонных интервью с кандидатами (линейные сотрудники/руководители/топ). ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82007492
HR менеджер,,Астана,«FREEDOM TELECOM»,22-07-2023,"Высшее образование. Развитые организационные способности, навыки организации корпоративных мероприятий и тимбилдингов. Грамотная письменная и устная речь (желательно знание казахского и...","Исполнение и помощь в разработке системы материальной и не материальной мотивации, привязанной к собственному результату каждого сотрудника. Проведение регулярных мероприятий...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83229958
HR-менеджер\Рекрутер,,Алматы,Логос Академия,24-07-2023,Опыт работы рекрутером\<highlighttext>hr</highlighttext>-<highlighttext>менеджером</highlighttext> в рекламных или ивент-агентствах в Казахстане. Отличное понимание рынка рекламных и ивент агентств Казахстана. ,Оперативно искать кандидатов и закрывать вакансии в рамках потребностей бизнеса Logos Group на территории Казахстана в двух ключевых направлениях: организация...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83281252
HR менеджер,150000 KZT,Уральск,Агентство «Контакт,11-07-2023,"Высшее образование. Грамотная, хорошо поставленная речь. Опыт работы по смежной должности приветствуется.","Подбор сотрудников и укомплектованность всех отделов компании : поиск соискателей по резюме или в альтернативных источниках, обзвоны, проведение собеседований. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83280525
HR manager,,Алматы,Smart Solutions Personnel,13-07-2023,Опыт работы на позиции HRM не менее 5 лет. Опыт работы на производстве. Опыт внедрения внутренних политик будет плюсом. ,"Рекрутмент и оформление документов, связанных с наймом. КДП. Развитие программ L&D. Разработка или внедрение кадровой политики.",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83369310
HR-менеджер / Менеджер по персоналу,30000 - 50000 RUR,Астана,Амиров Роберт Зуфарович,05-07-2023,Умение проявлять инициативу и предлагать идеи для развития. Грамотная письменная и устная речь. Уверенный пользователь ПК. Трудолюбие и способность к...,"Поиск и подбор персонала на позиции и точечный подбор. Проведение телефонных, видео-интервью и личных собеседований с кандидатами. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83038579
HR Менеджер,,Астана,Мир Квартир,26-06-2023,Желание развиваться и расти в сфере подбора и адаптации персонала. - Готовность работать с большим потоком информации. - Умение и желание работать...,,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82243464
HR менеджер,,Туркестан,Bijutsu (Юлия Халикова),22-07-2023,"свободный английский и казахский языки. - знание основ Трудового законодательства, кадрового администрирования. - опыт в построении процессов. - знание турецкого языка будет большим...","ведение кадрового делопроизводства. - подбор и адаптация персонала. - внедрение HR процессов в области оценки и развития, коммуникаций, мотивации, обучения.",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82974569
HR менеджер,200000 KZT,Уральск,Борзых А.А.,21-07-2023,высшее образование и доп.подготовка в области управления персоналом. -опыт работы с кадровым делопроизводством. -навыки первичного подбора и отбора персонала. -,"Ведение кадрового делопроизводства и кадрового учета компании. -Оформление приема, перевода и увольнения сотрудников в соответствии с трудовым законодательством, положениями и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83083590
HR-специалист,250000 KZT,Астана,Megadom,22-07-2023,Рекрутинг (опыт будет преимуществом ). Опыт по найму персонала. Грамотная речь. Свободное владение русским языком. Ориентация на результат. Стрессоустойчивость. Быстрая обучаемость. ,Составление и размещение вакансий. Отбор резюме по откликам и холодный поиск. Проведение телефонных интервью с кандидатами (линейные сотрудники/руководители/топ). ,,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82943597
HR менеджер,,Алматы,REFLEX,10-07-2023,"Знание трудового законодательства РК. Опыт работы по подбору и найму персонала не менее 2 лет. Высшее образование. Грамотная речь, коммуникабельность. ","Организация поиска и подбора персонала. Переговоры с подходящими потенциальными сотрудниками, приглашение, составление графика собеседований, согласование с лицами, принимающими решение о...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83188393
HR Бизнес партнёр,,Усть-Каменогорск,Aitas KZ,04-07-2023,"Умение сохранять баланс между интересами работодателя и сотрудников. Умение управлять командой – ставить задачи, мотивировать, развивать, контролировать. Умение влиять на коллег...",Укомплектование фабрики персоналом через централизованные службы рекрутинга. Участие в разработке HR политик и процедур. Внедрение процедура адаптации специалистов и линейного...,,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82947561
HR менеджер,,Караганда,ASTER AUTO,26-06-2023,Опыт работы на аналогичной должности не менее 3х лет. Отличное знание трудового законодательства. Успешный опыт в закрытии вакансий. ,Полное ведение кадрового делопроизводства согласно ТК РК. Подбор и адаптация персонала. Закрытие вакансий (expert позиции и mass).,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81802490
HR-рекрутер,200000 - 400000 KZT,Алматы,Молодые Победители,22-07-2023,Опыт в точечном и массовом подборе персонала. Опыт найма менеджеров по продажам будет преимуществом. Стрессоустойчивость и навыки тайм-менеджмента. ,"Подбор сотрудников разного уровня (продажи, маркетинг, административный персонал). Составлять привлекательные тексты вакансий. Работать с сайтами для поиска сотрудников (hh.kz, nur.kz...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83191999
HR менеджер,350000 KZT,Алматы,KTK SERVICE TRUNKS,21-07-2023,"Высшее образование (юриспруденция, психология).","Полное ведение кадрового делопроизводства согласно ТК РК (формирование и ведение штатного расписания, графика отпусков, табеля учета рабочего времени, формирование и...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82848499
Помощник менеджера по персоналу (HR-ассистент),,Алматы,GLASMAN TRADE,24-07-2023,Высокие коммуникативные навыки. Готовность к работе с большим объемом информации. Стремление развиваться в направлении HR. Наличие сертификата о прохождении курсов...,Ведение документации по учету и движению кадров (1С 8.3). Ведение табелей учёта рабочего времени сотрудников магазинов. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83317096
HR менеджер,150000 - 300000 KZT,Актобе,Актобе-Этажи,22-07-2023,"Опыт работы в рекрутинге, продажах, кадровом делопроизводстве. Есть желание развиваться в сфере HR. Ответственны, энергичны, коммуникабельны. Знание казахского языка.",Осуществлять и поиск и отбор кандидатов на открытые вакансии. - Проводить первичное телефонное интервью и последующее интервью по компетенциям. - ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83224609
HR менеджер,250000 - 350000 KZT,Алматы,Бучинский Borsetta,24-07-2023,"Нормативные и законодательные акты Республики Казахстан, регламентирующие деятельность Компании. Знание ТК РК. Основы психологии. Основы менеджмента. Этику делового общения. ","Производить отбор кадров. Проведение собеседований с кандидатами. Первичная организация кадровой документации, формирование и учет личных дел сотрудников (enbek.kz, трудовые договора...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83796264
HR-специалист,150000 KZT,Алматы,JENIL,19-07-2023,"Имеете опыт работы работы от 1 года (на позиции <highlighttext>менеджера</highlighttext> <highlighttext>по</highlighttext> <highlighttext>персоналу</highlighttext>, предпочтительно в сфере ритейл). Желаете развиваться и расти...","Поиск, подбор персонала разного звена. Введение в должность и адаптация новых сотрудников. Построение системы эффективного внутреннего взаимодействия сотрудников. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83674899
HR менеджер,,Шымкент,Мадлен-kz,23-07-2023,Опыт работы в активном и массовом подборе персонала от 1 года и более - обязателен! Умение грамотно проводить оценку компетенций потенциальных...,"Массовый и активный поиск персонала на открытые вакансии компании, подбор специалистов разного уровня. Мониторинг и анализ рынка труда/источников привлечения...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82389653
Human Resources Lead (international chain of Apple Premium Reseller stores in CIS),,Алматы,АСБИС Казахстан,07-07-2023,"Life events’ gifts, corporate presents, and awards, years of service bonuses. Master's degree. Practical experience as HRBP/HRD min...",Create and control over HR budget and workforce planning. <highlighttext>Management</highlighttext> of the international <highlighttext>HR</highlighttext> team. Formation of a strong HR...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83119281
HR менеджер,100000 - 250000 KZT,Костанай,ING Trans Company,23-07-2023,Знание эффективных методов поиска и подбора персонала.,Кадровое администрирование. Поиск и подбор персонала. Формирование организационной структуры компании. Составление должностных инструкций. Организация обучения персонала. Составление отчетов о проделанной...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83282166
HR-специалист,250000 - 350000 KZT,Астана,Мир Квартир,17-07-2023,"Лидер, не просто на словах! Нам важен опыт, важен потенциал. Берем в сильную, готовую команду.","Подбор персонала: размещение вакансий, поиск релевантных резюме, проведение телефонных и первичных интервью; ассесмент. Оценка кандидатов. Мониторинг рынка труда. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/82107782
HR-специалист,,Шымкент,Достык Синема,04-07-2023,"Опыт работы <highlighttext>HR</highlighttext>- <highlighttext>менеджером</highlighttext>/ кадровиком не менее 3 лет. Высшее образование в сфере психологии, менеджмента или HR. Желательно знание казахского...","Полное ведение кадрового делопроизводства. Рекрутмент. Подбор, отбор, введение в должность и адаптация персонала. Организация и проведение корпоративных мероприятий. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82971907
Рекрутер/HR-менеджер,200000 - 250000 KZT,Астана,АДС Сапа,10-07-2023,"Обладать навыками поиска кандидатов различными методами (интернет, прямой поиск, поиск по сети контактов и по рекомендациям), навыками проведения интервью и...","Наблюдение за рынком труда, владение информацией о сложившейся ситуации с кадрами, средней заработной плате на рынке и информирование об этом...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/77355760
HR - менеджер (г. Ташкент),,Алматы,Khan Group,10-07-2023,Желателен опыт на аналогичной позиции от 1 года. Желание и рвение изучать и развиваться в сфере HR. Высокие коммуникативные навыки. ,"Формирование команды (отдел продаж, тех.поддержка, аккаунт-менеджер) с 0: Снятие заявки у заказчика. Создание портрета идеального кандидата на вакансию. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83196186
Senior HR Business Partner / HR Director,,Алматы,Social Discovery Group,27-06-2023,Has an experience as a people manager with direct reports (junior <highlighttext>HR</highlighttext> <highlighttext>managers</highlighttext> will report to this position). ,"Ensure the effectiveness of the personnel within the business unit, ensuring that employees contribute to achieving the company's strategic...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82548428
Ассистент HR-директора,200000 - 280000 KZT,Алматы,EYFEL perfume (ЭЙФЕЛЬ парфюм),21-07-2023,"Знание основ кадрового делопроизводства (законодательные и нормативные правовые акты, методические материалы по ведению документации по учету и движению персонала). ","Оформлять прием, перевод и увольнение работников в соответствии с трудовым законодательством, положениями и приказами руководителя компании, а также другую установленную...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83616704
HR менеджер,200000 KZT,Алматы,Балант,24-07-2023,Уметь анализировать проблемные места компании. Желательно с юридическим образованием для составления договоров. Заниматься определением и контролем уровня знаний сотрудников.,Анализ рынка труда. Искать и нанимать будущих сотрудников. Формирование кадрового резерва. Отслеживать ситуацию на рынке труда в стране. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83596673
"HR менеджер (Компания-официальный представитель европейских брендов мебели и аксессуаров), Астана",,Астана,АНКОР Центральная Азия,03-07-2023,Опыт работы от 3-х лет на смежной позиции. Высшее образование. Опыт работы в поиске и подборе сотрудников.,Поиск и подбор персонала. Обучение и помощь в адаптации новым сотрудникам компании. Развитие корпоративной культуры компании. Контроль эффективности работы сотрудников...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82910739
HR менеджер,200000 - 250000 KZT,Алматы,МТС-ТОРГ,20-07-2023,Опыт работы не менее года. Продвинутый пользователь ПК. Многозадачность.,Организация поиска и подбора персонала. Адаптация персонала. Наем в филиалы. Сопровождение на протяжении испытательного срока.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/79502277
HR&GA Manager,,Алматы,АНКОР Центральная Азия,30-06-2023,"Structure. - Handle the grievance procedures and HSE (health, safety, and environment). Experience. - 5 to 10 years of HR&GA experience...",Manage employee promotion & rewards process. <highlighttext>HR</highlighttext> Infra. - <highlighttext>Manage</highlighttext> and update the <highlighttext>HR</highlighttext> regulation/guidelines/SOP. - Confer with management to develop...,,Более 6 лет,Полная занятость,https://hh.ru/vacancy/82819646
"HR manager , School of Medicine",,Астана,Nazarbayev University,27-06-2023,Knowledge. - Knowledge of processes and tools in HR administration. - knowledge of labor legislation of the Republic of Kazakhstan. - ,1) rendering administrative support to all working processes of the School. 2) preparation of the personnel related data. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82500370
HR менеджер по адаптации и аттестации,250000 KZT,Астана,DIBA GROUP,22-07-2023,"Опыт работы в области поиска, подбора, найма и адаптации персонала. Навыки оценки, аналитические способности, ориентация на результат. Знание ПК, умение...","Разработка программ по развитию персонала, планированию деловой карьеры, программы адаптации сотрудников. Организация программ стажировки, повышения квалификации, аттестации работников. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83219121
Менеджер по подбору персонала / Рекрутер / HR-manager,200000 KZT,Алматы,Medical Store,23-07-2023,Высшее образование. Опыт работы в рекрутинге не менее 1 года. Умение находить и применять эффективные источники подбора персонала. ,Эффективный и качественный подбор персонала. Проведение телефонных интервью. Проведение индивидуальных собеседований. Контроль качественной адаптации и сбор обратной связи. Предоставление отчетности. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83040889
HR-менеджер по подбору Руководителей,300000 - 600000 KZT,Астана,Мир Квартир,10-07-2023,Опыт в сфере поиска подбора персонала от 3 лет. Опыт в подборе Топ позиций. Опыт управления командой по подбору персонала.,Ведение команды. Подбор Top & Middle позиций. Выведение их на результат. Адаптация новичков. Взаимодействие с отделом продаж.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81512803
HR менеджер (с навыками расчетного бухгалтера),,Шымкент,Алтын Дан,17-07-2023,Опыт работы по совмещению HR системы с расчетным бухгалтером обязательно.,"Анализ планов, стратегии и структуры организации. Анализ особенностей организации работы и производства на рабочих местах. Анализ рынка труда. ",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83548880
Labor Relations & HR Administration Manager,,Алматы,Caspian International Restaurants company,10-07-2023,"Higher education. 5+ years of HR working experience. Fluent in Russian and English, Kazakh is a major plus. ","Manage, organize and control of HR paperwork in accordance with labor legislation, regulations, instructions, and Company policies. Implementation of projects...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83189392
HR-менеджер/рекрутер,,Алматы,ТОРГСТРОЙ,13-07-2023,Опыт работы в производственной компании. Высшее образование. Умение вести подбор и адаптацию персонала в производственной компании. Знание казахского и русского...,"Вести контроль перемещения и причины текучести кадров, принимать участие в разработке мер по их устранению. Вести подбор и адаптацию рабочего...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83365610
SMM-менеджер (HR),,Алматы,Международная беттинг компания Parimatch (ТОО БК PM Бет),24-07-2023,Обладание начальными навыками графических программ (Photoshop). Умение работать с командой и ставить четкие ТЗ дизайнерам. Обязательно:​​​​​​​​​​​​​​. Грамотная разговорная и письменная...,Ведение внутрикорпоративных аккаунтов бренда: Instagram + Telegram. Мобилография. Участие в оффлайн и внутрикорпоративных мероприятиях.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82893481
HR менеджер,,Алматы,Alageum Electric,30-06-2023,"Опыт работы в области HR, предпочтительно на позиции <highlighttext>HR</highlighttext> <highlighttext>специалиста</highlighttext> или HR аналитика. Глубокие знания и понимание трудового законодательства и...","Разработка и внедрение стратегии управления персоналом, соответствующей целям и потребностям компании. Проведение полного цикла рекрутинга, включая составление вакансий, поиск кандидатов...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82839426
HR-специалист,250000 - 300000 KZT,Алматы,АлПромМонтаж,24-07-2023,Опыт работы от 3х лет. Знание работы отдела кадров. Умения подыскивать нужных специалистов.,"Поиск и подбор сотрудников. Сдача отчетов. Ведение личных дел. Оформление журналов ТБ, инструктажа и тд. Оформление приказов, справок.",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83079000
HR менеджер,250000 KZT,Алматы,Big Business Consulting,23-07-2023,"Грамотную речь (разговорная и письмо). Опыт работы от года на позиции <highlighttext>менеджер</highlighttext> <highlighttext>по</highlighttext> <highlighttext>персоналу</highlighttext>, рекрутера. Опыт подбора персонала, владение методами...","Массовый и активный поиск персонала на открытые вакансии компании, подбор специалистов разного уровня. Мониторинг и анализ рынка труда/источников привлечения...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83421156
HR Specialist (Researching/Recruitment),,Алматы,Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),04-07-2023,University degree in related field. 1-3 years of professional experience in Recruitment within an established and structured HR department...,"Administer English tests, personality tests etc., arrange assessment tools. Handle Application & Rejection <highlighttext>Management</highlighttext> in <highlighttext>HR</highlighttext> systems. Work towards agreed KPI...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/79729263
HR менеджер,,Алматы,Общественный фонд «United Charity Projects Evolution»,22-07-2023,Высшее образование. Опыт аналогичной работы в компаниях с численностью персонала не менее 100 человек. Отличное знание и применение на практике...,"Кадровое делопроизводство полного цикла и в полном объеме в соответствии с ТК РК (приём, перевод, увольнение, оформление отпусков, работа с...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82868430
HR менеджер,250000 KZT,Алматы,BSG Invest Qazaqstan,24-07-2023,Опыт работы на аналогичной должности не менее 3 лет. Опыт в подборе персонала от линейного до ТОП менеджмента. ,Рекрутинг в полном объеме (от этапа подбора до адаптации включительно). Ведение кадрового делопроизводства (штат до 60 человек). Организация обучения. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82904482
HR менеджер / Рекрутер,,Астана,Pulsar Systems,22-07-2023,Высшее образование (управление персоналом или психология будет преимуществом). Грамотная речь. Владение современными методами поиска. Подбора и адаптации персонала. ,Ведение кадрового делопроизводства в полном объеме (штат 80 человек). Поиск подбор специалистов различного уровня. Организация и проведение телефонных и очных...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83366762
HR менеджер,200000 - 300000 KZT,Шымкент,Миршанова Ю.В.,23-07-2023,Опыт работы от 1-3 лет. Ведение кадрового делопроизводства. Знание трудового законодательства РК. Умение работать в режиме многозадачности. ,"Рекрутинг новых сотрудников. Ведение кадрового делопроизводства: приемы, увольнения, переводы, отпуска. Формирование и ведение личных дел работников, договора, анкеты. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83003011
HR менеджер,250000 - 325000 KZT,Астана,АДмастерс,13-07-2023,"Опыт работы в области HR. Знание основных аспектов управления персоналом, включая найм, обучение и развитие, администрирование персонала и управление производительностью. ","Осуществление полного цикла процесса найма, включая разработку вакансий, размещение объявлений, отбор резюме, проведение интервью и оформление приема на работу. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83389461
HR менеджер,250000 KZT,Алматы,Trade Telecom (Трэйд Телеком),24-07-2023,"Высшее образование (желательно управление персоналом, психологическое). Опыт работы в подборе персонала крупной коммерческой компании от 3 лет. Знание основных методов...",Отбор кандидатов по резюме. Проведение собеседований. Организация собеседований отобранных кандидатов с руководителями. Взаимодействие с сайтами по подбору персонала. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82827107
HR менеджер,200000 KZT,Алматы,FB Zharokova,23-07-2023,"Высшее образование в области управления персоналом, психологии, бизнеса или смежных областей. Опыт работы в сфере управления персоналом, предпочтительно в сфере...","Разработка и реализация стратегии управления персоналом, соответствующей потребностям и целям сети фитнес-клубов. Организация и участие в процессе подбора и...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82767701
HR менеджер,250000 KZT,Алматы,Millenial Group (Миллениал Групп),14-07-2023,"который обладает навыками поиска, подбора и привлечения персонала от года. Для нас важно, чтобы вы обладали высоким уровнем дисциплины, ответственностью...","умеет проводить первичный скрининг и анализ резюме. - телефонные интервью и очные собеседования. Кроме того, вы будете отвечать за координацию процесса...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83451726
HR менеджер/Рекрутер,200000 KZT,Алматы,Rich Nature,23-07-2023,"Знание русского и казахского языка (разговорный, письменный). Грамотная речь. Опыт работы в данной сфере обязателен. Знание методик массового подбора персонала. ",Определить параметры потребности и составить виртуальное описание вакансии. Осуществляет активный поиск и отбор резюме по целевым критериям из всех возможных...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83254813
Бухгалтер / HR-менеджер,250000 KZT,Алматы,МФО ЮНИКРЕДО,17-07-2023,Грамотная устная и письменная речь на русском языке. Обязателен опыт работы в отделе кадров. Высшее образование бухгалтерский учет/кадровое дело. ,Работа в онлайн банкинге (Знание участка Банк-касса). Почтовые и курьерские отправления. Ежедневная разноска выписок банка. Знание Excel. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83545678
HR менеджер,243000 - 243000 KZT,Алматы,Дирекция спортивных сооружений г.Алматы,24-07-2023,"Высшее образование. Знание трудового законодательства РК. Владение программой 1С. Знание казахского и русского языка. Компетентность, стрессоустойчивость,внимательность. ",Ведение делопроизводства (штат 135 человек). Подготовка приказов по кадрам. Формирование личных дел. Подготовка отчетов. Ведение табеля учета рабочего времени. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82489128
HR менеджер,,Астана,Мир Квартир,17-07-2023,Разговорный русский и казахский язык.,"Отбор, активный поиск и адаптация сотрудников. Выявлять слабые и сильные стороны сотрудника. Проведение телефонных интервью с кандидатами. Проведение индивидуальных собеседований...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/82006209
HR менеджер/кадровый специалист,,Алматы,КомплектСтройДеталь,22-07-2023,Ответственность. Целеустремлённость. Умение найти подход к каждому человеку. Опыт работы на аналогичной должности.,"Поиск, отбор, найм и увольнение персонала. Ведение контроля и учет сотрудников. Формирование штатного расписания. Выдача справок о работе сотрудникам. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82867538
HR-специалист,,Алматы,Частная компания “Automated Communication Solutions Ltd.”,22-07-2023,"Знание методик профессиональной и личностной оценки кандидатов. Ориентация на качественный результат и скорость подбора персонала. Самостоятельность, умение отвечать за процесс...","Вести и контролировать полный цикл подбора персонала. Организация адаптации для новых сотрудников. Выстраивание отношений с внутренними заказчиками - CEO, CTO, разработки...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82958491
Hr менеджер/рекрутер,150000 KZT,Атырау,ЭТАЖИ ИП Привальцев А.А.,23-07-2023,"Образование: высшее. Знание различных технологий поиска персонала. Ответственность, исполнительность, внимательность. Высокий уровень коммуникативных навыков, ответственность, инициативность. Высокая трудоспособность. ","Активный поиск, размещение рекламы в СМИ и Интернете. Проведение телефонных интервью, собеседований. Разработка и внедрение программ по привлечению и удержанию...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83017064
Рекрутер/Hr менеджер,150000 - 150000 KZT,Алматы,DoroMarine,24-07-2023,Системность и скорость выполнения порученных задании. Высокий уровень воспроизведения. Знания казахского и русского языка в совершенстве. Открытость к новым знаниям. ,Выполнять поручения HR Директора. Поиск и подбор персонала. Набор операторов call-центра. Помощь в адаптации. Проведение первичных собеседовании.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82526301
HR-специалист,200000 - 280000 KZT,Алматы,EYFEL perfume (ЭЙФЕЛЬ парфюм),21-07-2023,"Знание основ кадрового делопроизводства (законодательные и нормативные правовые акты, методические материалы по ведению документации по учету и движению персонала). ","Вести учет личного состава в соответствии с унифицированными формами первичной учетной документации. Оформлять прием, перевод и увольнение работников в соответствии...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83615038
